event,latency
user_msg_1_7,0.09745539998402819
user_msg_1_8,0.09594040003139526
user_msg_1_9,0.09488310001324862
user_msg_2_0,0.10932749998755753
user_msg_2_1,0.10748589999275282
user_msg_2_2,0.10594789998140186
user_msg_2_3,0.10422869998728856
user_msg_2_4,0.1027295000385493
user_msg_2_5,0.1010536000248976
user_msg_2_6,0.09951149998232722
user_msg_2_7,0.09800970001379028
user_msg_2_8,0.09650230000261217
user_msg_2_9,0.09552589996019378
user_msg_3_0,0.10990409995429218
user_msg_3_1,0.10811779997311532
user_msg_3_2,0.10652239999035373
user_msg_3_3,0.10486000002129003
user_msg_3_4,0.10336489998735487
user_msg_3_5,0.10167990002082661
user_msg_3_6,0.10013880004407838
user_msg_3_7,0.09863139997469261
user_msg_3_8,0.09711610001977533
user_msg_3_9,0.09592150000389665
user_msg_4_0,0.11024929996347055
user_msg_4_1,0.10851069999625906
user_msg_4_2,0.10681269998895004
user_msg_4_3,0.10525699995923787
user_msg_4_4,0.10376450000330806
user_msg_4_5,0.10208519996376708
user_msg_4_6,0.10053830000106245
user_msg_4_7,0.09903400001348928
user_msg_4_8,0.09751589997904375
user_msg_4_9,0.09641200001351535
user_msg_5_0,0.11072350002359599
user_msg_5_1,0.10902249999344349
user_msg_5_2,0.10729899996658787
user_msg_5_3,0.10577189998002723
user_msg_5_4,0.10427710000658408
user_msg_5_5,0.1025987000321038
user_msg_5_6,0.10104679997311905
user_msg_5_7,0.09954289998859167
user_msg_5_8,0.09802229999331757
user_msg_5_9,0.09668700001202524
user_msg_6_0,0.1109881000011228
user_msg_6_1,0.10934029996860772
user_msg_6_2,0.1076063999789767
user_msg_6_3,0.10608609998598695
user_msg_6_4,0.10458869999274611
user_msg_6_5,0.10291959997266531
user_msg_6_6,0.10136400000192225
user_msg_6_7,0.09986339998431504
user_msg_6_8,0.09833619999699295
user_msg_6_9,0.09695499995723367
user_msg_7_0,0.11123989999759942
user_msg_7_1,0.10962200001813471
user_msg_7_2,0.10788440000033006
user_msg_7_3,0.10637500003213063
user_msg_7_4,0.10471869999310002
user_msg_7_5,0.10320660000434145
user_msg_7_6,0.10164489998714998
user_msg_7_7,0.10014599998248741
user_msg_7_8,0.09862090001115575
user_msg_7_9,0.09731109999120235
memory_current,memory_peak
2586206,2619305
user_msg_0_0,0.019139999989420176
user_msg_0_1,0.039602600038051605
user_msg_0_2,0.050096700026188046
user_msg_0_3,0.05789220001315698
user_msg_0_4,0.06625199998961762
user_msg_0_5,0.07426110003143549
user_msg_0_6,0.08292549999896437
user_msg_0_7,0.08888370002387092
user_msg_0_8,0.0962201000074856
user_msg_0_9,0.10228150000330061
user_msg_1_0,0.11695080000208691
user_msg_1_1,0.11486800003331155
user_msg_1_2,0.11323310004081577
user_msg_1_3,0.11171249998733401
user_msg_1_4,0.11021569999866188
user_msg_1_5,0.10857809998560697
user_msg_1_6,0.10710029996698722
user_msg_1_7,0.10563230002298951
user_msg_1_8,0.10397689999081194
user_msg_1_9,0.10345649998635054
user_msg_2_0,0.11804250004934147
user_msg_2_1,0.11598790000425652
user_msg_2_2,0.11440700001548976
user_msg_2_3,0.11288690002402291
user_msg_2_4,0.11138920002849773
user_msg_2_5,0.10974960000021383
user_msg_2_6,0.10827470000367612
user_msg_2_7,0.10680810001213104
user_msg_2_8,0.10514870000770316
user_msg_2_9,0.1038092999951914
user_msg_3_0,0.11825230001704767
user_msg_3_1,0.11631110002053902
user_msg_3_2,0.11475440004142001
user_msg_3_3,0.1132355000008829
user_msg_3_4,0.11173770000459626
user_msg_3_5,0.11009119998198003
user_msg_3_6,0.10863190004602075
user_msg_3_7,0.10706969996681437
user_msg_3_8,0.10549719998380169
user_msg_3_9,0.1041059999843128
user_msg_4_0,0.11848369997460395
user_msg_4_1,0.11660170002141967
user_msg_4_2,0.11504310002783313
user_msg_4_3,0.11353089998010546
user_msg_4_4,0.11201829998753965
user_msg_4_5,0.11039260000688955
user_msg_4_6,0.10895480000181124
user_msg_4_7,0.10732819995610043
user_msg_4_8,0.1058125999988988
user_msg_4_9,0.10441889998037368
user_msg_5_0,0.11868260003393516
user_msg_5_1,0.11690349999116734
user_msg_5_2,0.11535400000866503
user_msg_5_3,0.11384679999900982
user_msg_5_4,0.11220949998823926
user_msg_5_5,0.11070690001361072
user_msg_5_6,0.10925270000007004
user_msg_5_7,0.10761050001019612
user_msg_5_8,0.10611290001543239
user_msg_5_9,0.10463549999985844
user_msg_6_0,0.11890379997203127
user_msg_6_1,0.11716540000634268
user_msg_6_2,0.11562649998813868
user_msg_6_3,0.11412049998762086
user_msg_6_4,0.11248420004267246
user_msg_6_5,0.11098980001406744
user_msg_6_6,0.1095241000293754
user_msg_6_7,0.10788340005092323
user_msg_6_8,0.1063962999614887
user_msg_6_9,0.10476010001730174
user_msg_7_0,0.11914209998212755
user_msg_7_1,0.11743660003412515
user_msg_7_2,0.1159029999980703
user_msg_7_3,0.11439919995609671
user_msg_7_4,0.11276499996893108
user_msg_7_5,0.11127399996621534
user_msg_7_6,0.10980500001460314
user_msg_7_7,0.10816359997261316
user_msg_7_8,0.10654170002089813
user_msg_7_9,0.10490340000251308
memory_current,memory_peak
2751684,2784284
