event,latency
start_session,0.002182900032494217
timeout_trigger,10.008509600011166
start_session,0.0024596000439487398
timeout_trigger,10.013624700019136
start_session,0.0029506999999284744
timeout_trigger,10.015688999963459
start_session,0.0030030999914743006
timeout_trigger,10.006443999998737
start_session,0.0019978000200353563
timeout_trigger,10.00872459996026
start_session,0.0027885999879799783
timeout_trigger,10.013048699998762
start_session,0.0019752999651245773
timeout_trigger,10.001673299993854
start_session,0.0025564999668858945
timeout_trigger,10.00867670000298
